Time,wb_x_vel,base_x_vel_flt,arm_x_vel_syn,x_wb,x_hat,x_des_w,dx_hat
1.090026,0.1,0.04935135,0.04935135,-0.09874713,0.0490647143663339,0.057,0.0815288139935181
1.100025,0.1,0.04937239,0.04937239,-0.09718501,0.0498517237224264,0.058,0.0787009356092477
1.110026,0.1,0.0493957,0.0493957,-0.09621059,0.0507078185340358,0.059,0.085609481160945
1.119994,0.1,0.04941958,0.04941958,-0.09621059,0.0516063138804222,0.06,0.0898495346386341
1.129998,0.1,0.04944472,0.04944472,-0.0943874,0.0524262564761313,0.061,0.0819942595709132
1.140029,0.1,0.04947064,0.04947064,-0.09340369,0.0533170707046004,0.062,0.0890814228469057
1.149994,0.1,0.04949016,0.04949016,-0.09249603,0.0542483113534291,0.063,0.09312406488287
1.160025,0.1,0.04950742,0.04950742,-0.09035074,0.0551937590241954,0.064,0.0945447670766358
1.169994,0.1,0.04952203,0.04952203,-0.08933317,0.0562726282969801,0.065,0.107886927278472
1.179997,0.1,0.049536,0.049536,-0.08843099,0.0574032328104997,0.066,0.113060451351958
1.190028,0.1,0.04955115,0.04955115,-0.08753263,0.0585308819425911,0.067,0.112764913209136
1.200026,0.1,0.04956792,0.04956792,-0.08669698,0.0596309077147976,0.068,0.110002577220652
1.210027,0.1,0.04958581,0.04958581,-0.0851227,0.0606885085184176,0.069,0.105760080362003
1.220024,0.1,0.04960445,0.04960445,-0.08430063,0.0617807432097498,0.07,0.10922346913322
1.230035,0.1,0.04961942,0.04961942,-0.08350145,0.0628579256564295,0.071,0.107718244667965
1.240034,0.1,0.0496284,0.0496284,-0.08257782,0.0638969089655798,0.0720000000000001,0.103898330915028
1.250024,0.1,0.04963605,0.04963605,-0.08183896,0.0649047676595,0.0730000000000001,0.100785869392025
1.260022,0.1,0.04964432,0.04964432,-0.08046901,0.0658682749078064,0.0740000000000001,0.0963507248306346
1.270023,0.1,0.04965457,0.04965457,-0.07957565,0.0668538897971174,0.0750000000000001,0.0985614889311017
1.280024,0.1,0.04966632,0.04966632,-0.07902443,0.0678380401431613,0.0760000000000001,0.0984150346043907
